"G magnitude","correction term DR2","correction term EDR3"
4.93,0.0513579648285533,0.0157845440700029
4.94,0.0509246669160554,0.0156630232860088
4.95,0.0504894295140009,0.0155292631863385
4.96,0.0500524426271076,0.015382570096399
4.97,0.0496141073436946,0.0152242965625906
4.98,0.0491748800744953,0.0150560540866828
4.99,0.0487352198097955,0.0148791987947428
5,0.0482955856520354,0.0146950757095467
5.01,0.0478564367036554,0.0145050298538702
5.02,0.0474182320670957,0.0143104062504894
5.03,0.0469814308447967,0.01411254992218
5.04,0.0465464921391986,0.0139128058917179
5.05,0.0461138750527418,0.0137125191818792
5.06,0.0456840391795912,0.0135129861346932
5.07,0.0452573497857588,0.0133151459296171
5.08,0.0448337874487729,0.0131192393070171
5.09,0.04441323645111,0.012925344567673
5.1,0.0439955810752466,0.0127335400123646
5.11,0.0435807056036591,0.0125439039418718
5.12,0.0431684943188241,0.0123565146569746
5.13,0.0427588315032179,0.0121714504584528
5.14,0.0423516015711664,0.0119887765939944
5.15,0.0419466894643932,0.0118085060989204
5.16,0.0415439802564712,0.01163063895546
5.17,0.0411433593431262,0.0114551297690389
5.18,0.0407447134086961,0.0112817516378692
5.19,0.0403479294596716,0.0111102322833597
5.2,0.0399528945025434,0.010940299426919
5.21,0.0395594955438024,0.0107716807899559
5.22,0.0391676195989076,0.010604103205997
5.23,0.0387771538895942,0.0104372730872768
5.24,0.0383879858438726,0.0102708764247383
5.25,0.038000002898722,0.010104598321442
5.26,0.0376130924911215,0.00993812388044861
5.27,0.0372271420580502,0.00977113820481875
5.28,0.0368420965943971,0.00960337378629679
5.29,0.0364581313266914,0.00943475267136226
5.3,0.0360754790423147,0.00926524400386243
5.31,0.035694372596328,0.00909481022737729
5.32,0.0353150449114719,0.00892340708521954
5.33,0.0349377289134295,0.00875099002938587
5.34,0.034562657527884,0.00857751451187299
5.35,0.0341900636805186,0.00840293598467761
5.36,0.0338201802970162,0.00822720989979643
5.37,0.0334532403030601,0.00805029170922616
5.38,0.0330895089564635,0.00787224772383102
5.39,0.0327293806259278,0.00769360923546381
5.4,0.0323732811417589,0.0075151045769196
5.41,0.0320216361166307,0.00733748362651209
5.42,0.0316748711632174,0.00716149626255496
5.43,0.031333411894193,0.00698789236336192
5.44,0.0309976839222318,0.00681742180724666
5.45,0.0306681128600077,0.00665083447252289
5.46,0.030345124320195,0.00648888023750432
5.47,0.0300291434973122,0.00633235037789822
5.48,0.029720593913256,0.00618220175898618
5.49,0.0294198207597482,0.00603916791491532
5.5,0.029126857580433,0.00590292346572039
5.51,0.0288416600069355,0.00577287830290809
5.52,0.0285641836708803,0.00564844231798511
5.53,0.0282943842038925,0.00552902540245813
5.54,0.0280322172375969,0.00541403744783387
5.55,0.0277776384030487,0.0053028884020317
5.56,0.0275306033181968,0.0051949895104633
5.57,0.0272910675878844,0.00508975331603261
5.58,0.0270589868163848,0.00498659241805626
5.59,0.0268343221908873,0.00488503554005342
5.6,0.0266170572302454,0.0047850759023533
5.61,0.0264071810362283,0.00468682284948764
5.62,0.0262046827106057,0.00459038572598815
5.63,0.0260095513997495,0.00449586946073659
5.64,0.0258217772758897,0.00440327742266493
5.65,0.0256413515371146,0.00431251142075542
5.66,0.0254682654261147,0.00422346884834027
5.67,0.0253025101855807,0.00413604709875171
5.68,0.0251440770582032,0.00405014356532199
5.69,0.0249929276738727,0.00396567341986157
5.7,0.0248489052112775,0.00388262294809383
5.71,0.0247118232363062,0.0038009962142204
5.72,0.0245814954606661,0.0037207828463499
5.73,0.024457736179341,0.00364191472821887
5.74,0.0243403598331339,0.00356430930747082
5.75,0.0242291808628479,0.00348788403174928
5.76,0.0241240137092859,0.00341255634869777
5.77,0.024024672813251,0.0033382437059598
5.78,0.0239309726155461,0.00326486355117889
5.79,0.0238427275569743,0.00319233333199859
5.8,0.0237597405305589,0.00312051879344438
5.81,0.0236817678213976,0.00304912013403408
5.82,0.0236085536841889,0.0029778336289945
5.83,0.0235398423516941,0.00290635772534007
5.84,0.0234753780566744,0.00283439087008522
5.85,0.0234149050318912,0.00276163151024438
5.86,0.0233581675101058,0.00268777809283196
5.87,0.0233049097240793,0.0026125290648624
5.88,0.0232548758801218,0.00253558549204424
5.89,0.0232078095761595,0.00245670867005095
5.9,0.0231634822365759,0.00237579239259278
5.91,0.0231217789986654,0.00229302214436165
5.92,0.0230826134345629,0.00220865567812137
5.93,0.0230458991164036,0.00212295074663574
5.94,0.0230115496163223,0.00203616510266858
5.95,0.0229794785064542,0.00194855649898368
5.96,0.022949599358934,0.00186038268834486
5.97,0.0229218255730956,0.00177191853085718
5.98,0.0228960698570666,0.00168350731599075
5.99,0.0228722447461736,0.00159550944055695
6,0.0228502627757429,0.00150828530136715
6.01,0.0228300402684412,0.00142211325850493
6.02,0.0228115086962951,0.0013369435251428
6.03,0.0227946033186717,0.00125264427772548
6.04,0.0227792593949377,0.00116908369269771
6.05,0.0227654122857735,0.00108611991647117
6.06,0.0227529977571134,0.00100357097532542
6.07,0.0227419516762051,0.000921244865506937
6.08,0.0227322099102961,0.000838949583262236
6.09,0.0227237083266342,0.000756493124837821
6.1,0.0227163827924672,0.00067368348648019
6.11,0.0227101761347159,0.000590456409543403
6.12,0.0227050590189946,0.000507258615811713
6.13,0.0227010091097903,0.000424660691452448
6.14,0.0226980049731722,0.0003431439659692
6.15,0.0226960260767922,0.000263100512201889
6.16,0.0226950519275012,0.000184918522265902
6.17,0.0226950620321502,0.000108986188276641
6.18,0.0226960358975903,3.56917023494984e-05
6.19,0.0226979530306724,-3.45767434001243e-05
6.2,0.0227007929382477,-0.000101430956856838
6.21,0.0227045351374058,-0.000164483759545257
6.22,0.0227091451429651,-0.000223442242306464
6.23,0.0227145317541817,-0.000278320632085607
6.24,0.0227205895427867,-0.000329205125063759
6.25,0.0227272130805113,-0.000376181917421984
6.26,0.0227342969390868,-0.000419337205341352
6.27,0.0227417356902442,-0.000458757185002924
6.28,0.022749423905715,-0.000494528052587774
6.29,0.0227572561572301,-0.00052673600427696
6.3,0.0227651269011755,-0.000555455817063398
6.31,0.0227729301325558,-0.000580716591187363
6.32,0.0227805598635973,-0.000602605461584739
6.33,0.0227879106367956,-0.000621487378726429
6.34,0.0227948771272135,-0.000637796746967093
6.35,0.0228013540099137,-0.000651967970661395
6.36,0.022807235959959,-0.000664435454163992
6.37,0.0228124176524121,-0.000675633601829549
6.38,0.0228167937066243,-0.000685991302556722
6.39,0.0228202585190998,-0.000695915383420172
6.4,0.0228227064306314,-0.000705807156038555
6.41,0.0228240317820118,-0.000716067932030532
6.42,0.0228241289140338,-0.000727099023014761
6.43,0.0228229095144222,-0.000739234070299658
6.44,0.0228203546586314,-0.000752536033952676
6.45,0.0228164627690477,-0.00076700020373103
6.46,0.0228112322650647,-0.000782621573082601
6.47,0.0228046614972362,-0.000799388320340732
6.48,0.0227967487472767,-0.000817281808724221
6.49,0.0227874922939075,-0.000836283105142539
6.5,0.0227768904158499,-0.000856373276505156
6.51,0.0227649413918253,-0.000877533389721544
6.52,0.0227516435005551,-0.000899744511701174
6.53,0.0227370065795458,-0.000922967755358381
6.54,0.0227210866870654,-0.00094708299410412
6.55,0.0227039511094498,-0.000971917406329437
6.56,0.0226856668023174,-0.000997265429400583
6.57,0.0226663007069077,-0.001022920077161
6.58,0.02264591976446,-0.00104867436345412
6.59,0.0226245909162137,-0.00107432130212338
6.6,0.0226023811034082,-0.00109965390701223
6.61,0.022579357267283,-0.0011244651919641
6.62,0.0225555863490775,-0.00114854817082244
6.63,0.0225311304809585,-0.00117172116771885
6.64,0.0225060325588032,-0.00119390374793772
6.65,0.0224803306694165,-0.00121504078705159
6.66,0.0224540628996029,-0.00123507716063302
6.67,0.0224272673361672,-0.00125395774425455
6.68,0.022399982065914,-0.00127162741348874
6.69,0.0223722451756482,-0.00128803104390815
6.7,0.0223440947521744,-0.00130311351108532
6.71,0.0223155689677849,-0.00131682815385703
6.72,0.0222867063367219,-0.00132916216411689
6.73,0.0222575454587153,-0.00134011119702273
6.74,0.0222281202023049,-0.00134966487084487
6.75,0.0221984455112708,-0.0013577886563034
6.76,0.0221685315982029,-0.00136444198723091
6.77,0.0221383886756914,-0.00136958429745996
6.78,0.0221080269563263,-0.00137317502082314
6.79,0.0220774566813843,-0.00137517643113483
6.8,0.022046688751936,-0.00137561612179146
6.81,0.0220157347288456,-0.00137458700577145
6.82,0.021984606201664,-0.00137218483603507
6.83,0.0219533147599421,-0.00136850536554259
6.84,0.021921863234788,-0.00136362134371295
6.85,0.0218902194235374,-0.00135751350579997
6.86,0.0218583423650831,-0.00135013958351612
6.87,0.021826191119416,-0.00134145939729343
6.88,0.0217937252317852,-0.00133148080811321
6.89,0.0217609047326978,-0.00132025971750602
6.9,0.0217276896737591,-0.00130785411572197
6.91,0.0216940401065743,-0.00129432199301115
6.92,0.0216599160827489,-0.00127972133962368
6.93,0.021625277653888,-0.00126411014580964
6.94,0.0215900848715969,-0.00124754640181914
6.95,0.021554303208554,-0.00123009997647553
6.96,0.0215179198162565,-0.00121188771105408
6.97,0.0214809272453824,-0.00119303615803907
6.98,0.0214433180411362,-0.00117367132807373
6.99,0.0214050847487225,-0.00115391923180127
7,0.0213662199133462,-0.00113390587986494
7.01,0.0213267160802117,-0.00111375728290794
7.02,0.0212865657945237,-0.0010935994515735
7.03,0.0212457616014869,-0.00107355839650484
7.04,0.0212042959435379,-0.00105374995429958
7.05,0.021162175485407,-0.00103424267431115
7.06,0.0211194653225224,-0.00101506856760044
7.07,0.0210762451836789,-0.000996253054166583
7.08,0.021032594797671,-0.000977821554008749
7.09,0.0209885938932935,-0.000959799487126087
7.1,0.0209443221993411,-0.000942212273517751
7.11,0.0208998594446083,-0.000925085333182893
7.12,0.0208552853451827,-0.000908442828107736
7.13,0.0208106793248861,-0.000892279985981092
7.14,0.0207661205152748,-0.00087656310019435
7.15,0.0207216880351976,-0.000861257206125979
7.16,0.0206774533875673,-0.000846331486664571
7.17,0.0206334576115506,-0.000831771714739251
7.18,0.0205897341303778,-0.000817567810789271
7.19,0.0205463163672795,-0.000803709695253884
7.2,0.0205032377343124,-0.000790186182398548
7.21,0.0204605313865436,-0.000776960644491395
7.22,0.0204182302220502,-0.000763971011803232
7.23,0.020376367127736,-0.000751154108431073
7.24,0.0203349749905046,-0.000738446758471927
7.25,0.0202940866972598,-0.000725785786022808
7.26,0.0202537220568238,-0.00071314256229861
7.27,0.020213848565694,-0.000700626646985769
7.28,0.0201744206422861,-0.000688382146888605
7.29,0.0201353926577104,-0.000676548485557577
7.3,0.0200967187938548,-0.000665246353527684
7.31,0.0200583531853018,-0.000654591758080065
7.32,0.0200202499666335,-0.000644700706495858
7.33,0.0199823632724322,-0.000635689206056199
7.34,0.0199446472372804,-0.000627673264042225
7.35,0.0199070559957602,-0.000620768887735075
7.36,0.019869543682454,-0.000615092084415885
7.37,0.0198320666480924,-0.000610736408043844
7.38,0.0197945901079988,-0.000607705599290341
7.39,0.0197570814936451,-0.000605980945504818
7.4,0.019719508236503,-0.000605543734036716
7.41,0.0196818377680443,-0.000606375252235476
7.42,0.0196440375197407,-0.000608456787450537
7.43,0.0196060749230641,-0.000611769627031341
7.44,0.0195679174094862,-0.000616295058327329
7.45,0.0195295324151859,-0.000622014834705721
7.46,0.0194908874846091,-0.000628921427942642
7.47,0.0194519525000212,-0.000636997652364657
7.48,0.0194127062666056,-0.000646145284882229
7.49,0.0193731298190989,-0.000656245726547353
7.5,0.0193332041922374,-0.000667180378412021
7.51,0.0192929104207576,-0.000678830641528228
7.52,0.0192522295393959,-0.000691077916947969
7.53,0.0192111425840074,-0.000703803716486299
7.54,0.0191696306161803,-0.000716892099508761
7.55,0.0191276747232354,-0.000730229672931379
7.56,0.0190852559936125,-0.000743703154433244
7.57,0.0190423604575823,-0.000757199523034691
7.58,0.0189989939127403,-0.000770606803121073
7.59,0.0189551670985126,-0.000783813280418986
7.6,0.0189108907543258,-0.000796707240655032
7.61,0.0188661756196063,-0.000809176969555811
7.62,0.0188210323995746,-0.00082110736648524
7.63,0.0187754716626289,-0.000832369785356522
7.64,0.0187295039429614,-0.00084283219372018
7.65,0.0186831397747643,-0.000852362559126734
7.66,0.01863638969223,-0.000860828849126708
7.67,0.0185892642295508,-0.000868099031270622
7.68,0.0185417735208816,-0.000874068267923579
7.69,0.0184939261002287,-0.000878740500709005
7.7,0.0184457300751136,-0.000882144247770362
7.71,0.0183971934472681,-0.000884297554072929
7.72,0.0183483241919765,-0.000885215846287441
7.73,0.0182991302845233,-0.000884914551084631
7.74,0.0182496197001929,-0.000883409095135237
7.75,0.0181998004142697,-0.000880714905109991
7.76,0.018149680402038,-0.000876847407679628
7.77,0.0180992676387823,-0.000871822029514884
7.78,0.0180485640879914,-0.0008656554030966
7.79,0.0179975477791026,-0.000858380184170259
7.8,0.0179461908607523,-0.000850043202740515
7.81,0.0178944654875312,-0.000840691878286989
7.82,0.0178423438140296,-0.000830373630289299
7.83,0.0177897979948382,-0.00081913587822706
7.84,0.0177368001845476,-0.000807026041579891
7.85,0.0176833225377484,-0.000794091539827406
7.86,0.017629337225209,-0.00078038139406932
7.87,0.0175748167897916,-0.000765981462667474
7.88,0.0175197341464519,-0.000751014441245847
7.89,0.0174640729341056,-0.000735579785159237
7.9,0.0174078596227971,-0.000719677582205359
7.91,0.0173511313903529,-0.000703283078292666
7.92,0.0172939254145997,-0.000686371519329602
7.93,0.0172362788733639,-0.000668918151224615
7.94,0.0171782289444721,-0.00065089821988615
7.95,0.0171198129031173,-0.000632296610514392
7.96,0.0170610684139591,-0.000613136765476439
7.97,0.0170020332390234,-0.000593451766431127
7.98,0.0169427451403363,-0.000573274695037292
7.99,0.0168832485534987,-0.000552657338373461
8,0.0168236146084105,-0.000531726305196936
8.01,0.0167639211085467,-0.000510626909684705
8.02,0.0167042458573821,-0.000489504466013767
8.03,0.0166446666093261,-0.000468499430874048
8.04,0.0165852609225258,-0.000447732831007252
8.05,0.016526106306063,-0.000427320835668003
8.06,0.0164672802690194,-0.000407379614110946
8.07,0.0164088603204767,-0.000388025335590716
8.08,0.0163509239695166,-0.000369374169361944
8.09,0.0162935487252209,-0.000351542284679271
8.1,0.0162368164130064,-0.000334628170133301
8.11,0.0161808261096454,-0.000318658206999296
8.12,0.0161256808865563,-0.000303609248725691
8.13,0.0160714834934698,-0.000289426301598145
8.14,0.0160183366661293,-0.000276052987243057
8.15,0.0159663431402789,-0.000263432927286835
8.16,0.0159156056516624,-0.000251509743355875
8.17,0.0158662269360235,-0.000240227057076584
8.18,0.0158183097291061,-0.000229528490075363
8.19,0.015771956766654,-0.000219357663978615
8.2,0.0157272573396217,-0.000209637365429761
8.21,0.015684246959807,-0.000200207041140272
8.22,0.0156429476942182,-0.000190885302838648
8.23,0.0156033816098638,-0.000181490762253373
8.24,0.0155655707737523,-0.000171842031112947
8.25,0.0155295372528919,-0.000161757721145858
8.26,0.0154953031142912,-0.000151056444080601
8.27,0.0154628904249585,-0.000139556811645667
8.28,0.0154323212578009,-0.000127078019527937
8.29,0.0154036177093196,-0.000113441599247867
8.3,0.0153768018819144,-9.84696662842797e-05
8.31,0.0153518735887314,-8.20288271974719e-05
8.32,0.0153287434859003,-6.41636528735112e-05
8.33,0.0153072999402974,-4.49632052799198e-05
8.34,0.0152874313187985,-2.45165463842147e-05
8.35,0.0152690259882799,-2.91273815391371e-06
8.36,0.0152519723226602,1.97584602154568e-05
8.37,0.0152361588578405,4.33912532845089e-05
8.38,0.015221474291704,6.7863809369935e-05
8.39,0.0152078073291767,9.3053599560465e-05
8.4,0.0151950466751846,0.000118838094944797
8.41,0.0151830824699371,0.000145105648750488
8.42,0.0151718105947773,0.000171788142760454
8.43,0.0151611283663317,0.000198828340896446
8.44,0.0151509330838855,0.000226170723865854
8.45,0.0151411216478747,0.000253799258445531
8.46,0.0151315905598864,0.000281737397481862
8.47,0.015122236304166,0.000310010310606811
8.48,0.0151129553649591,0.000338643167452391
8.49,0.0151036442265113,0.000367661137650571
8.5,0.0150941993730683,0.000397089390833351
8.51,0.0150845222117531,0.000426959320792168
8.52,0.0150745338411994,0.000457327217956257
8.53,0.0150641603045638,0.000488253453992588
8.54,0.0150533277315858,0.000519789828881232
8.55,0.0150419622736506,0.000551985999680574
8.56,0.0150299900821432,0.000584891623448962
8.57,0.0150173373084488,0.000618556357244762
8.58,0.0150039301039525,0.000653029858126346
8.59,0.0149896946200395,0.000688361783152072
8.6,0.0149745570080948,0.000724601789380313
8.61,0.0149584437253876,0.000761769251355948
8.62,0.0149412944776741,0.000799750744578285
8.63,0.0149230973763999,0.000838355886066026
8.64,0.0149038525579615,0.000877382623846152
8.65,0.0148835601587559,0.000916628905945602
8.66,0.0148622203151797,0.000955892680391342
8.67,0.0148398331636296,0.00099497189521033
8.68,0.0148163988405024,0.00103366449842952
8.69,0.0147919174809158,0.00107176856469868
8.7,0.0147663891905701,0.00110908508099203
8.71,0.0147398140457483,0.00114541794660828
8.72,0.0147122114764657,0.00118060009828157
8.73,0.0146836783327846,0.00121458011599662
8.74,0.0146543308197787,0.00124733549055075
8.75,0.0146242851425219,0.00127884371274133
8.76,0.014593657506088,0.00130908227336568
8.77,0.0145625640835125,0.00133803183500305
8.78,0.0145311203109525,0.00136574601121605
8.79,0.0144994408876862,0.00139235136655068
8.8,0.0144676404809539,0.00141797763733484
8.81,0.0144358337579957,0.00144275455989641
8.82,0.0144041353860517,0.00146681187056327
8.83,0.0143726538833872,0.00149027304014422
8.84,0.0143414731723675,0.00151323647737161
8.85,0.0143106710263829,0.00153579432545869
8.86,0.0142803251986148,0.00155804072831746
8.87,0.014250513361408,0.00158007783265499
8.88,0.0142213131668986,0.00160200978587711
8.89,0.0141928022672223,0.00162394073538966
8.9,0.014165058314515,0.00164597482859844
8.91,0.0141381589609128,0.0016682162129093
8.92,0.0141121818585514,0.00169076903572807
8.93,0.0140871870924401,0.00171372374031299
8.94,0.0140631646333439,0.00173710068135812
8.95,0.0140400875019509,0.00176084542151432
8.96,0.0140179288732112,0.00178488825145858
8.97,0.0139966619220752,0.00180915946186782
8.98,0.013976259823493,0.00183358934341904
8.99,0.013956695752415,0.00185810818678918
9,0.0139379428837914,0.00188264628265521
9.01,0.0139199743925724,0.00190713392169409
9.02,0.0139027634655599,0.0019315002212814
9.03,0.0138862835621408,0.00195564731286099
9.04,0.0138705043715396,0.00197946271759745
9.05,0.0138553794238415,0.00200288228596416
9.06,0.0138408582063838,0.00202585424408695
9.07,0.0138268902065043,0.00204832681809173
9.08,0.0138134249115402,0.00207024823410434
9.09,0.0138004118088292,0.00209156671825066
9.1,0.0137878003721169,0.00211223184223735
9.11,0.0137755397625396,0.00213222412612863
9.12,0.0137635788286236,0.00215155503834639
9.13,0.0137518664053036,0.00217023739289328
9.14,0.0137403566974844,0.00218829622364978
9.15,0.0137290253899518,0.00220580544400779
9.16,0.0137178535374614,0.00222285118723705
9.17,0.013706822194769,0.00223951958660729
9.18,0.0136959124166304,0.00225589677538827
9.19,0.0136851050800369,0.00227208648552607
9.2,0.0136743803509223,0.00228826284367212
9.21,0.0136637182174559,0.0023046175751542
9.22,0.0136530986678069,0.00232134240530007
9.23,0.0136425016901448,0.00233862905943754
9.24,0.0136319072726389,0.00235666926289435
9.25,0.0136212886758564,0.00237561732886758
9.26,0.0136105922499566,0.00239547792203141
9.27,0.0135997576247953,0.00241621757240382
9.28,0.0135887244594207,0.00243779991990089
9.29,0.0135774324201798,0.00246018788191318
9.3,0.0135658211734192,0.00248334437583131
9.31,0.0135538303854856,0.00250723231904584
9.32,0.0135413997227258,0.00253181462894737
9.33,0.0135284688514867,0.00255705422292648
9.34,0.0135149774381148,0.00258291401837376
9.35,0.0135008651242475,0.00260935092271718
9.36,0.0134860717314797,0.00263627020286482
9.37,0.0134705373795115,0.00266353915709238
9.38,0.0134542022027164,0.00269102363100872
9.39,0.0134370063354681,0.00271858947022273
9.4,0.0134188899121402,0.00274610252034328
9.41,0.0133997930671062,0.00277342862697924
9.42,0.0133796559347398,0.00280043363573949
9.43,0.0133584186602861,0.00282698231595462
9.44,0.0133360216390345,0.0028529146825543
9.45,0.0133124291766808,0.00287808710066388
9.46,0.0132877002312384,0.0029025192775167
9.47,0.0132619174210824,0.00292627202494262
9.48,0.013235163364588,0.00294940615477151
9.49,0.0132075206801303,0.00297198247883325
9.5,0.0131790719860843,0.00299406180895771
9.51,0.0131498999008252,0.00301570495697477
9.52,0.0131200869992006,0.0030369770439381
9.53,0.013089715681948,0.00305796042779655
9.54,0.0130588683062775,0.00307874177572277
9.55,0.0130276272293992,0.00309940775488941
9.56,0.0129960840225823,0.00312003561060677
9.57,0.0129643671133336,0.00314066490073584
9.58,0.0129326141432191,0.00316132576127524
9.59,0.0129009627538049,0.00318204832822361
9.6,0.0128695505091688,0.00320287040892076
9.61,0.0128385146634353,0.00322386049607123
9.62,0.0128079923932406,0.00324509475372074
9.63,0.0127781208752211,0.00326664934591499
9.64,0.0127490372860131,0.00328860043669972
9.65,0.0127208788022528,0.00331102419012063
9.66,0.0126937674013801,0.00333396459632696
9.67,0.0126677642640496,0.00335733694988199
9.68,0.0126429153823671,0.00338102331732976
9.69,0.0126192669933356,0.00340488152039079
9.7,0.0125968655788555,0.00342874513596203
9.71,0.0125757576314747,0.00345244668681773
9.72,0.0125559896437413,0.00347581869573207
9.73,0.0125376081082031,0.00349869368547931
